SGD SVRG NNAG Epoch
0.8070173086336506 0.7283802940260113 0.7105896861275749 38
0.7959627286933572 0.7017590600968627 0.7035887347691504 39
0.7825924785012175 0.7393953142416142 0.6973225520471172 40
0.7726180760756783 0.7189309232680084 0.6916479970640539 41
0.7601536913677249 0.7180766119142933 0.6857891171941977 42
0.7504010888392968 0.6748937664129545 0.6791267168643834 43
0.7383834371710067 0.6617803784739941 0.6724098927682013 44
0.7265182195798211 0.6732982443955243 0.6672400462886562 45
0.7194471432043769 0.7188412267000169 0.6624157453132102 46
0.7062990275566535 0.6616380247466095 0.657284605876564 47
0.6980956705177531 0.6221875139057179 0.651279921002705 48
0.6853967649323861 0.6457125578847382 0.6463416590333899 49
0.672897461811295 0.6219995779454556 0.6413685526994183 50
0.6646553912316747 0.6128654397090377 0.6359581643967982 51
0.6537081364094449 0.6038480850741687 0.6319183949619303 52
0.6450621614142147 0.6640087722436242 0.6257652902542172 53
0.6360379259299744 0.6311420685494952 0.6219160988583894 54
0.6236995553878872 0.587937646967066 0.6176327922002739 55
0.6199812946264701 0.5455240101536827 0.6128304630822843 56
0.6068538431545047 0.525911854032208 0.6084900951522696 57
0.5988390584049932 0.531529846817941 0.6031326805158039 58
0.589464671700202 0.5388730605659278 0.5997203709295643 59
0.5831922949351314 0.5198349774341144 0.5951671821763144 60
0.570594933636658 0.5247675269422933 0.5907493942915021 61
0.5661335759188818 0.47719579108078464 0.585647465780263 62
0.5572565329425475 0.4637207749021023 0.5822314628021187 63
0.5480543605583098 0.4937570207297345 0.5780614335899767 64
0.5374071873972178 0.4867122354714767 0.5743996467050689 65
0.5286387171015106 0.5128620956712366 0.5703821799067585 66
0.5214731109988354 0.5109258306110301 0.566060308719535 67
0.5135288467759367 0.5367426582233376 0.561767027582354 68
0.5027320413562038 0.7077576705942983 0.5586480178186656 69
0.49923202831803076 0.5230593062041665 0.5553560602238111 70
0.48778878885995397 0.4262292943418483 0.5513235893472076 71
0.48427346832764423 0.4245462855681434 0.5477153935167186 72
0.47302384211507903 0.3720481933840096 0.5430004821561486 73
0.46959226410788346 0.3712704026752421 0.539990143798044 74
0.46090272331939025 0.617956159383897 0.5363268883484403 75
0.45136245503983535 0.5810293185017298 0.5324322648746583 76
0.44718439838922847 0.42529991208135015 0.5294377172694487 77
0.4395294119139462 0.41796055053124953 0.5254432580926839 78
0.42778146731883976 0.4533535238841306 0.5223443635627437 79
0.42513300992948627 0.37188838754811554 0.5189328300373633 80
0.41451013257817537 0.3466317919666505 0.5159880309496694 81
0.40786776710730377 0.3794596051925893 0.5118814731955224 82
0.4050971785050524 0.36979212059313077 0.509274526611161 83
0.39787532896032113 0.39276628537327435 0.505933152249707 84
0.385926690305133 0.41948909440156446 0.5026027467435278 85
0.38279043690627795 0.3994361439438732 0.49982284268607263 86
0.3764905231002042 0.6178055962028406 0.4965845904386867 87
0.3718278000078848 0.41831824981876653 0.49424207521140423 88
0.3644607779962937 0.33088433833035363 0.49052856601488865 89
0.35712530545871274 0.3167417005485738 0.48832458072839796 90
0.3511090528439073 0.2880775280430189 0.48554975596611455 91
0.35055366299493845 0.5598219690458549 0.4810526946659588 92
0.34156850186150395 0.3363911334206076 0.4786958286867422 93
0.33304280355153487 0.31081955551224594 0.47468350549488114 94
0.3294348014742517 0.3307868924630267 0.47335847223277594 95
0.3178285889784851 0.38237572264145403 0.46997558670428097 96
0.31634791584118555 0.3724764008122637 0.46684682315877635 97
0.30870593569772625 0.4289211670837134 0.4644990863511934 98
0.3088127212489353 0.31396048352160416 0.46114183929951297 99
0.3049930554464498 0.4164335756941372 0.45974054795396907 100
